battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT008003,Tesla,NMC,83.03,1305.0,26.03,2.335,0.5,73.21,4.8,0.283,0.1,84.39
BAT005388,Samsung SDI,LFP,66.44,876.0,,0.521,1.017,39.75,1.4,0.646,0.34,86.69
BAT005733,,NMC,76.92,50.0,21.9,2.104,0.819,,,0.274,1.6,
BAT011691,Panasonic,LFP,85.94,814.0,17.33,1.107,1.64,42.42,6.0,0.712,2.19,89.46
BAT002739,Samsung SDI,NMC,81.59,447.0,49.78,1.284,1.53,65.86,0.8,0.385,0.54,
BAT005053,Tesla,LFP,50.81,407.0,22.12,0.897,0.87,57.28,15.4,0.146,3.64,88.92
BAT004001,CATL,NMC,73.6,1443.0,20.79,0.5,1.449,51.83,1.0,0.116,1.26,81.58
BAT009761,Samsung SDI,NMC,63.57,312.0,,0.5,1.157,52.06,1.6,0.113,0.39,96.83
BAT002428,Samsung SDI,NMC,45.03,525.0,48.52,0.836,1.291,60.84,9.9,0.098,0.1,91.96
BAT011939,Tesla,NMC,86.36,630.0,-0.64,0.807,1.033,47.95,7.0,0.41,1.08,88.88
BAT006834,Samsung SDI,NCA,101.32,755.0,25.2,1.777,0.5,49.71,12.9,0.179,6.62,79.64
BAT010124,BYD,NCA,,1363.0,,1.325,0.629,72.12,2.7,0.318,0.53,77.48
BAT001688,LG Chem,LFP,,1894.0,33.33,0.645,0.728,71.98,1.4,0.507,2.1,75.57
BAT000852,BYD,LFP,65.16,468.0,24.29,0.666,0.565,37.81,0.9,0.548,1.32,86.54
BAT011739,BYD,NMC,70.57,685.0,24.07,1.053,1.289,50.71,2.0,0.137,1.05,88.6
BAT006304,BYD,LFP,78.87,1695.0,43.47,0.684,1.697,39.74,1.8,0.064,2.2,77.05
BAT009088,Samsung SDI,LFP,80.85,579.0,32.57,,0.85,69.33,2.1,0.071,2.85,90.46
BAT012785,CATL,LFP,66.41,519.0,,1.251,1.724,60.98,10.0,0.072,1.3,97.0
BAT005879,LG Chem,NCA,69.06,836.0,11.79,,0.5,69.51,8.5,0.238,2.55,86.41
BAT008528,BYD,NMC,74.29,149.0,31.31,1.527,1.493,64.12,9.5,0.116,1.48,93.13
BAT002840,Panasonic,LFP,79.78,329.0,21.95,0.638,0.739,50.76,,0.386,1.24,89.14
BAT011280,BYD,NMC,69.9,449.0,30.96,2.119,1.12,68.95,8.1,0.225,4.07,84.77
BAT004612,Tesla,NMC,60.98,907.0,22.03,,1.154,30.48,4.1,0.11,1.19,90.71
BAT009541,Tesla,NMC,58.02,,17.78,,0.954,36.06,9.2,0.279,0.93,88.69
BAT009208,CATL,LFP,73.58,260.0,31.1,0.907,1.443,66.19,2.0,0.316,0.96,90.74
BAT011009,CATL,NMC,84.5,722.0,23.68,0.628,0.749,46.46,11.5,0.565,4.64,84.78
BAT009824,Tesla,NMC,83.1,317.0,20.92,0.834,1.576,44.74,6.1,0.594,0.24,87.59
BAT002490,Panasonic,NCA,79.83,664.0,28.7,0.603,0.698,75.24,4.0,0.008,2.93,88.09
BAT011923,,NMC,59.16,666.0,28.55,0.876,1.689,68.83,,0.239,0.94,88.28
BAT006906,Tesla,LFP,80.42,1663.0,24.3,0.977,1.135,61.38,8.2,0.524,0.5,85.32
BAT007391,CATL,NMC,52.09,451.0,14.59,1.106,1.721,82.8,0.9,0.191,1.35,87.84
BAT011444,LG Chem,LFP,64.58,849.0,,1.275,0.708,60.8,2.4,0.198,2.85,86.19
BAT002850,Panasonic,LFP,68.14,848.0,24.43,1.108,1.289,52.12,4.9,0.022,0.57,91.55
BAT014070,Panasonic,LFP,71.55,254.0,6.8,1.085,1.252,61.19,2.3,0.191,0.98,94.89
BAT006666,BYD,LFP,81.8,729.0,29.02,1.298,1.23,56.5,3.4,0.321,3.41,87.44
BAT005882,CATL,LFP,59.96,812.0,28.83,0.5,1.031,44.82,10.5,0.028,5.55,86.93
BAT010263,CATL,NMC,89.78,904.0,0.3,1.274,1.723,81.48,2.1,0.326,0.1,86.21
BAT004453,BYD,NMC,,695.0,14.63,1.051,0.971,89.42,,0.095,0.1,91.71
BAT009950,LG Chem,NCA,89.31,97.0,13.33,1.358,1.047,64.73,7.2,0.17,1.64,95.62
BAT007422,CATL,,87.46,789.0,31.74,1.365,1.456,90.0,24.0,0.14,6.93,75.7
BAT013601,Tesla,LFP,71.56,354.0,29.91,1.419,1.083,83.04,0.0,,0.11,96.24
BAT009828,CATL,NMC,77.87,1499.0,28.12,1.265,1.549,,2.9,0.104,4.47,79.43
BAT012839,Tesla,LFP,97.91,1381.0,19.99,1.699,0.5,38.65,4.9,0.271,0.1,83.4
BAT006485,Tesla,NCA,69.46,595.0,35.27,1.538,,37.95,11.2,0.315,1.14,80.88
BAT002480,BYD,NMC,,853.0,24.13,1.035,0.653,47.45,0.4,0.432,0.65,84.46
BAT006618,Panasonic,NMC,74.79,496.0,28.14,1.298,0.5,79.73,1.3,0.091,1.27,89.92
BAT010458,Panasonic,NCA,78.31,485.0,15.79,0.687,0.933,56.31,9.3,0.111,0.26,91.13
BAT011152,CATL,NMC,59.64,473.0,,1.314,1.534,31.91,9.3,0.312,4.53,84.73
BAT013516,CATL,NMC,65.57,1641.0,34.64,1.923,1.52,59.6,2.1,0.121,3.52,74.3
BAT014569,BYD,NMC,88.75,715.0,33.61,1.561,,44.18,,0.194,1.14,86.84
BAT011252,BYD,LFP,80.39,888.0,25.9,1.388,0.835,58.59,3.2,0.132,0.53,90.71
BAT013246,CATL,NCA,47.55,197.0,30.7,1.138,0.849,49.72,2.5,0.019,0.1,95.67
BAT014062,Samsung SDI,NMC,76.12,,14.08,0.5,1.509,75.67,0.0,0.394,0.49,91.74
BAT002142,CATL,NCA,57.28,2105.0,21.99,0.961,1.036,51.08,4.4,0.187,0.26,74.31
BAT013297,Samsung SDI,NMC,82.93,880.0,-9.35,0.801,0.963,34.79,0.5,0.272,4.13,80.51
BAT011311,Tesla,NMC,94.65,628.0,28.21,1.128,1.332,39.09,0.0,0.173,3.71,86.03
BAT005189,Samsung SDI,LFP,64.36,,24.25,0.502,0.906,32.96,0.4,,1.15,95.82
BAT014557,LG Chem,LFP,95.02,1002.0,36.66,0.876,1.175,37.08,1.8,0.022,0.83,88.64
BAT012238,Samsung SDI,NMC,76.6,50.0,26.28,1.623,1.573,55.77,5.6,0.794,0.3,90.07
BAT011549,CATL,LFP,62.82,1177.0,18.49,0.5,0.861,50.27,13.8,0.264,2.13,86.76
BAT002745,CATL,NMC,65.53,1649.0,,1.052,,57.0,11.0,0.351,0.4,80.57
BAT007254,Samsung SDI,LFP,95.28,126.0,28.38,0.5,0.569,56.2,0.3,0.187,1.9,94.97
BAT013285,CATL,,73.41,570.0,32.49,0.5,1.548,69.09,1.2,0.058,0.18,92.87
BAT003507,Samsung SDI,NMC,77.4,524.0,11.78,1.823,,49.85,3.2,0.503,1.83,86.27
BAT001680,CATL,NMC,72.17,,15.05,1.636,0.5,25.01,0.6,0.073,6.93,81.41
BAT004250,Samsung SDI,LFP,74.03,683.0,24.96,1.341,0.661,60.06,2.1,0.094,0.15,89.07
BAT003148,CATL,NMC,75.71,494.0,30.4,0.5,0.842,65.43,1.4,0.158,2.23,90.15
BAT008131,BYD,LFP,77.62,509.0,37.1,0.742,0.853,43.05,0.7,0.781,0.12,85.45
BAT010487,Tesla,NMC,74.64,491.0,31.06,0.5,1.067,68.09,2.4,0.52,1.49,85.22
BAT007005,Panasonic,LFP,61.1,1321.0,33.33,0.5,0.792,50.09,0.9,0.273,1.3,84.42
BAT000581,LG Chem,NCA,83.1,529.0,21.07,1.352,0.5,58.27,2.0,0.381,,90.81
BAT009663,Panasonic,LFP,62.96,380.0,22.12,0.518,0.845,41.46,1.1,0.339,8.8,82.44
BAT012992,LG Chem,LFP,69.95,659.0,20.47,0.5,1.057,75.38,5.8,0.589,0.58,88.53
BAT004071,Panasonic,NMC,54.82,323.0,36.97,0.836,,23.91,0.4,,0.53,118.39
BAT013501,Panasonic,NMC,58.47,566.0,25.13,1.509,0.843,,2.5,0.168,1.44,
BAT003344,Tesla,LFP,89.09,529.0,32.12,1.458,1.732,72.13,1.2,,0.55,93.78
BAT013185,LG Chem,NMC,82.37,426.0,14.63,1.559,0.551,65.41,0.6,0.269,0.6,91.85
BAT007405,Panasonic,NMC,53.44,742.0,32.97,0.704,0.5,76.62,23.3,0.104,2.35,87.27
BAT012776,LG Chem,NMC,54.46,966.0,30.5,0.806,0.915,81.62,2.6,0.262,1.53,82.18
BAT003673,BYD,NMC,87.1,260.0,11.91,1.144,1.048,38.54,1.7,0.58,0.21,91.02
BAT000560,CATL,NCA,77.21,476.0,12.08,0.5,1.264,67.34,7.1,0.033,0.37,92.69
BAT005238,CATL,NCA,73.22,694.0,19.39,1.419,0.581,59.43,1.5,0.076,,90.49
BAT007806,Tesla,NMC,86.66,,30.78,0.696,0.675,63.46,0.6,0.068,3.1,86.8
BAT013408,Samsung SDI,NMC,63.25,858.0,10.17,1.234,0.5,75.12,9.0,0.246,3.66,86.95
BAT011042,CATL,NMC,65.97,726.0,22.58,1.173,0.872,49.47,1.1,0.057,1.38,83.97
BAT000513,Samsung SDI,NCA,77.22,340.0,15.42,1.686,0.51,44.16,1.0,0.385,0.68,90.06
BAT012922,Panasonic,LFP,93.77,846.0,25.3,0.571,1.63,46.33,1.2,0.069,4.01,88.57
BAT001082,Tesla,NMC,64.11,516.0,32.38,0.5,0.5,60.71,0.7,0.525,,75.42
BAT001665,Samsung SDI,NMC,55.55,1619.0,33.08,1.302,1.168,28.47,3.1,0.501,3.46,
BAT009205,Samsung SDI,NMC,68.13,609.0,11.54,0.89,0.948,70.79,4.1,0.25,,91.02
BAT001932,CATL,NMC,,2020.0,20.97,0.5,1.553,85.05,1.8,0.135,3.2,77.24
BAT014507,Samsung SDI,,57.27,863.0,21.85,0.566,0.526,58.02,6.4,0.284,1.46,
BAT001151,CATL,NCA,,490.0,17.79,1.108,1.098,69.32,1.8,0.544,0.81,86.93
BAT002839,BYD,,110.66,445.0,16.08,0.5,1.368,78.27,0.2,0.23,5.66,
BAT005950,BYD,NMC,76.26,794.0,32.13,1.174,1.221,51.47,,0.191,2.15,83.67
BAT008309,LG Chem,NMC,53.46,446.0,37.42,1.402,1.338,36.12,2.7,0.471,0.1,88.14
BAT008933,Tesla,NMC,65.72,529.0,23.7,0.678,0.599,90.0,2.3,0.394,0.44,88.92
BAT014685,BYD,LFP,52.32,61.0,28.18,1.284,1.428,45.58,4.1,0.099,1.28,99.04
BAT014263,LG Chem,NMC,48.07,1131.0,19.39,1.266,0.989,55.17,0.3,0.323,0.34,85.23
BAT005178,Tesla,NMC,83.97,564.0,21.94,0.599,0.919,65.0,1.2,0.104,0.34,92.13
BAT011868,Tesla,NMC,59.51,604.0,24.03,1.369,0.5,58.3,0.3,,0.8,88.0
BAT014099,CATL,NMC,71.45,297.0,12.32,0.622,0.926,55.37,2.4,0.083,5.12,90.88
BAT000831,Panasonic,,81.55,,9.96,1.74,1.021,72.53,0.9,0.241,3.04,80.43
BAT008312,Panasonic,LFP,100.47,823.0,28.27,2.611,0.606,74.84,6.1,0.122,0.1,90.67
BAT004753,CATL,NMC,70.83,1317.0,28.95,1.173,1.363,56.25,0.4,0.266,1.08,84.03
BAT014640,CATL,LFP,83.48,396.0,26.36,0.5,0.996,46.01,0.5,0.478,0.52,91.28
BAT014715,CATL,NCA,76.79,543.0,32.7,1.806,0.725,34.56,6.5,0.728,1.77,80.94
BAT014913,BYD,LFP,88.02,1069.0,22.9,0.5,1.687,49.46,2.4,0.573,0.25,83.95
BAT000636,,NMC,89.27,646.0,19.03,0.5,1.678,71.68,0.3,0.049,1.94,89.43
BAT004466,LG Chem,NMC,73.03,391.0,34.32,1.066,0.5,71.92,0.3,0.195,1.49,88.82
BAT012557,CATL,LFP,47.47,1770.0,25.92,0.5,0.54,71.85,3.0,0.059,1.66,85.19
BAT006800,LG Chem,NMC,84.12,463.0,35.52,0.5,1.816,30.27,0.5,0.441,0.15,87.37
BAT007988,LG Chem,NMC,86.3,355.0,46.65,2.08,1.183,44.42,1.6,0.146,8.31,77.66
BAT007080,BYD,NMC,74.04,,24.69,0.815,0.625,50.33,5.0,0.355,0.96,90.21
BAT006967,BYD,NMC,66.29,937.0,15.37,,1.162,38.48,9.6,0.091,5.26,82.69
BAT004143,Tesla,LFP,96.05,278.0,18.59,1.204,0.5,36.0,2.9,0.558,0.58,89.51
BAT007028,Samsung SDI,NMC,67.12,1474.0,0.54,0.929,1.474,65.41,9.3,0.819,0.43,76.78
BAT009184,CATL,NMC,79.39,240.0,30.29,1.429,0.733,,6.7,0.482,,87.74
BAT000877,BYD,,82.18,1496.0,27.62,,1.156,50.7,0.7,0.441,7.61,71.35
BAT004870,BYD,LFP,77.14,104.0,33.94,0.559,1.377,51.08,1.3,0.06,0.13,99.55
BAT005316,,NMC,56.19,803.0,30.41,1.264,1.026,43.94,12.7,0.37,0.6,86.71
BAT005223,Tesla,LFP,87.52,727.0,26.65,1.023,1.816,37.15,0.9,0.167,3.55,88.53
BAT000005,Tesla,NMC,69.85,476.0,41.57,0.683,0.607,59.67,3.6,0.307,0.34,87.04
BAT003052,LG Chem,LFP,71.56,684.0,25.07,0.752,0.5,30.41,1.4,0.169,2.27,88.52
BAT005692,Tesla,NCA,80.34,668.0,21.56,1.316,0.579,51.31,,0.262,,89.85
BAT003125,BYD,NMC,45.68,1835.0,29.38,,0.779,46.75,3.9,0.758,1.02,70.48
BAT010853,,NMC,91.27,429.0,23.65,1.601,0.776,60.91,5.4,0.066,0.28,
BAT002492,Panasonic,,53.95,339.0,17.38,0.789,0.5,52.68,0.9,0.103,0.43,95.17
BAT013366,CATL,LFP,99.74,1078.0,23.55,,0.931,50.63,2.3,0.164,1.49,86.07
BAT003855,CATL,NMC,85.12,546.0,,0.5,0.746,45.74,2.7,0.554,0.75,89.33
BAT013126,Tesla,NMC,78.08,525.0,31.6,1.191,1.243,55.11,1.8,0.488,2.94,84.66
BAT004778,Panasonic,NMC,70.82,847.0,18.06,0.5,1.252,54.22,2.2,0.454,1.82,83.93
BAT009908,Tesla,NMC,64.61,50.0,18.24,0.646,1.061,,0.2,0.63,0.22,88.2
BAT007510,Samsung SDI,NMC,79.13,827.0,31.12,1.416,1.127,43.45,0.7,0.27,3.84,
BAT006458,LG Chem,LFP,63.66,155.0,21.28,0.948,0.882,81.4,6.6,0.028,3.06,97.05
BAT006294,Panasonic,NMC,54.88,601.0,27.13,0.918,0.5,51.54,0.1,0.123,0.18,93.94
BAT001149,BYD,NMC,62.21,555.0,18.49,1.728,1.561,22.64,1.5,0.132,0.1,92.05
BAT011454,,NMC,92.29,991.0,19.49,1.306,1.407,80.44,0.3,,2.53,89.0
BAT000575,BYD,NMC,84.07,559.0,27.51,1.297,0.918,41.72,1.0,0.621,0.48,87.22
BAT003770,Tesla,LFP,113.5,135.0,23.89,0.92,1.718,68.75,0.1,0.073,,94.07
BAT011929,LG Chem,NMC,78.95,1572.0,20.62,0.875,1.487,75.97,0.1,0.056,0.22,81.64
BAT004147,Tesla,,81.99,703.0,20.76,1.565,0.837,70.43,12.9,0.648,4.23,83.58
BAT000854,Samsung SDI,NCA,79.58,407.0,37.72,1.046,0.764,52.88,0.2,0.491,1.53,81.5
BAT010175,Tesla,LFP,,765.0,21.28,0.608,0.905,48.91,2.5,0.552,1.1,90.28
BAT010967,Tesla,NMC,104.01,1871.0,38.11,0.946,0.629,46.64,2.0,0.317,2.01,71.65
BAT005920,CATL,NMC,68.59,879.0,23.11,1.193,1.82,49.53,1.7,0.09,0.87,90.11
BAT013122,,LFP,73.25,904.0,39.33,2.109,1.134,,9.4,0.173,0.44,85.31
BAT013404,LG Chem,,84.21,1217.0,21.25,1.763,,60.27,14.9,,0.52,86.29
BAT009359,BYD,LFP,,775.0,19.5,2.121,,43.23,2.8,,2.0,91.01
BAT006615,Tesla,LFP,87.06,490.0,28.04,0.5,1.573,36.46,0.8,0.068,2.42,93.31
BAT006003,BYD,,86.63,236.0,19.98,2.16,0.5,57.16,2.0,0.352,1.82,90.5
BAT009164,Panasonic,NMC,90.76,263.0,19.85,0.5,1.308,,2.7,0.376,0.45,89.47
BAT010894,Panasonic,LFP,,553.0,25.33,1.343,0.894,,6.5,0.149,1.68,91.78
BAT004496,CATL,NMC,62.72,343.0,32.97,0.5,0.933,54.65,0.4,0.382,4.34,85.7
BAT008174,Panasonic,LFP,77.04,1083.0,24.73,0.5,0.923,67.73,13.9,0.086,,85.61
BAT006656,LG Chem,NMC,94.55,1008.0,30.78,0.5,1.356,47.6,7.0,,1.94,83.53
BAT012040,Panasonic,NCA,65.45,504.0,17.76,0.5,0.689,73.76,0.3,,,92.35
BAT002369,Panasonic,LFP,66.38,584.0,23.21,0.5,0.637,,2.3,0.13,,93.46
BAT012308,Samsung SDI,NCA,86.13,784.0,20.48,1.283,1.098,46.28,1.9,0.603,0.6,
BAT004781,Tesla,NMC,72.72,50.0,29.04,1.556,0.723,,1.9,,5.68,88.93
BAT012324,CATL,NMC,102.18,206.0,26.64,1.573,0.701,60.76,0.4,0.617,3.58,85.66
BAT007993,Panasonic,NMC,71.46,334.0,13.18,0.5,0.511,24.44,1.7,0.134,0.2,95.0
BAT002951,BYD,LFP,82.25,777.0,10.79,1.132,1.604,80.16,1.2,0.532,6.35,78.76
BAT005626,BYD,NMC,59.5,1444.0,30.02,0.905,1.884,21.17,2.6,0.077,0.66,82.51
BAT006972,CATL,LFP,80.83,787.0,25.74,0.5,1.101,57.15,3.6,,7.03,82.5
BAT008717,LG Chem,LFP,85.86,374.0,20.7,1.399,0.929,25.54,2.6,0.055,2.15,95.09
BAT010648,BYD,NMC,74.64,675.0,24.39,1.655,1.522,65.07,0.9,0.033,,92.17
BAT013209,Tesla,NMC,90.91,485.0,21.58,0.809,1.055,17.54,1.3,0.274,1.55,93.5
BAT001842,LG Chem,NCA,79.63,386.0,21.2,0.87,1.535,50.41,1.4,0.301,,86.17
BAT005987,CATL,LFP,98.81,202.0,18.57,0.5,0.5,43.19,7.6,,5.69,91.29
BAT000538,Panasonic,LFP,58.89,589.0,26.01,,1.122,,3.5,0.116,5.42,88.52
BAT002807,BYD,NMC,72.13,838.0,30.02,2.396,1.655,38.9,7.1,0.029,0.54,87.64
BAT005802,Tesla,NCA,85.53,422.0,23.69,0.5,1.22,66.54,1.8,0.355,,89.61
BAT005597,Panasonic,NMC,63.17,564.0,12.32,1.498,,37.83,0.3,,3.29,89.7
BAT007207,Panasonic,NMC,109.22,1164.0,29.63,0.5,0.811,67.48,1.6,0.459,2.19,83.07
BAT007344,LG Chem,LFP,52.16,869.0,34.45,0.785,1.744,84.21,6.2,0.257,1.37,85.67
BAT012534,Panasonic,,40.0,1124.0,10.45,1.082,0.743,62.07,2.2,0.092,0.58,86.78
BAT007561,BYD,LFP,101.19,1785.0,24.67,0.5,1.189,73.4,14.4,0.067,1.58,83.3
BAT008097,Tesla,NMC,90.63,647.0,24.48,1.665,0.662,56.17,1.0,0.065,3.49,92.39
BAT011368,Samsung SDI,NMC,98.82,764.0,24.5,0.575,0.75,40.19,2.7,0.299,0.1,94.32
BAT000785,Tesla,LFP,86.41,583.0,25.33,0.912,0.766,49.75,12.3,,0.1,92.26
BAT012250,Samsung SDI,LFP,53.4,362.0,23.33,1.316,0.5,49.27,3.6,0.251,,90.79
BAT001410,BYD,NCA,75.82,286.0,28.04,1.376,1.167,43.02,2.4,0.492,2.61,86.14
BAT010730,CATL,LFP,60.5,617.0,16.97,,1.398,50.09,1.4,0.029,3.62,89.18
BAT000155,Samsung SDI,NMC,82.53,164.0,,0.783,0.583,28.67,5.6,0.29,0.64,94.82
BAT007807,BYD,NMC,44.25,604.0,31.22,1.418,0.5,22.3,14.7,0.308,0.49,87.54
BAT003010,Tesla,NMC,55.85,330.0,34.49,0.747,0.823,57.31,2.2,0.628,2.34,82.83
BAT001687,Samsung SDI,NMC,68.91,771.0,25.26,2.002,1.213,50.67,0.8,0.401,0.84,89.63
BAT011094,Panasonic,NCA,81.62,,34.3,1.191,1.069,,4.7,0.29,0.15,84.57
BAT004015,CATL,NMC,64.16,715.0,22.66,2.1,1.13,78.21,4.6,0.193,0.61,89.31
BAT007456,Samsung SDI,LFP,78.2,654.0,8.87,0.828,1.865,42.46,0.8,0.424,5.83,84.75
BAT012914,Tesla,LFP,73.14,250.0,5.39,0.841,1.105,66.18,17.0,0.575,2.23,93.17
BAT003864,,NMC,63.73,79.0,18.64,1.569,0.831,46.98,9.1,0.374,1.55,94.08
BAT002734,Samsung SDI,NMC,56.99,284.0,21.64,1.139,0.934,61.18,0.9,,0.6,91.92
BAT001896,BYD,LFP,83.45,1378.0,22.24,1.05,1.147,,3.6,0.046,0.63,90.75
BAT005443,Tesla,NMC,76.05,358.0,23.07,1.223,1.191,74.37,1.4,0.353,1.71,88.17
BAT000570,Panasonic,NMC,79.12,845.0,48.43,0.809,0.724,48.55,6.0,0.02,0.5,85.28
BAT006710,Samsung SDI,NCA,78.26,858.0,31.25,0.636,1.556,52.34,11.7,0.043,5.93,79.56
BAT005855,LG Chem,NCA,46.42,555.0,23.5,0.5,0.5,53.46,1.8,0.335,4.02,85.04
BAT001817,Panasonic,NMC,77.0,1706.0,19.54,2.436,0.573,41.05,1.6,0.465,1.44,79.38
BAT010258,LG Chem,LFP,52.19,1451.0,22.75,1.493,1.13,87.47,0.2,0.306,1.45,86.28
BAT008320,LG Chem,NMC,54.48,464.0,32.75,0.5,0.5,64.54,1.2,0.14,0.8,93.55
BAT003395,Samsung SDI,NMC,90.28,818.0,25.27,1.505,0.783,62.88,1.1,0.123,0.86,89.19
BAT003328,LG Chem,NMC,67.68,937.0,10.07,1.017,1.319,62.07,1.6,0.582,0.34,81.97
BAT014973,Panasonic,NMC,73.57,623.0,18.17,1.074,2.058,65.11,6.5,0.08,3.53,89.44
BAT006103,Panasonic,NMC,61.73,686.0,11.74,0.574,0.765,62.99,0.6,0.304,1.62,90.88
BAT002976,Tesla,NMC,63.68,812.0,25.47,0.5,1.337,36.08,0.4,,1.19,88.68
BAT000981,Panasonic,LFP,78.43,954.0,19.94,0.5,1.521,55.89,7.4,0.17,,86.47
BAT010493,Panasonic,NCA,79.11,695.0,,0.5,1.226,73.86,4.8,0.21,0.1,90.25
BAT000191,Tesla,NCA,50.81,468.0,18.72,0.5,0.5,52.14,1.1,0.277,4.08,91.41
BAT009332,BYD,NMC,72.3,924.0,,1.742,1.009,68.95,1.4,0.249,2.51,91.19
BAT005089,CATL,NMC,67.67,678.0,12.8,1.199,1.273,,4.2,0.43,0.1,88.92
BAT000700,LG Chem,NMC,,655.0,29.19,1.377,,62.57,1.8,0.181,0.28,87.69
BAT014641,CATL,NMC,69.79,740.0,31.85,1.191,0.5,88.32,5.9,0.101,0.43,87.09
BAT000607,Panasonic,LFP,69.75,319.0,14.81,1.223,0.62,15.7,1.8,0.131,0.46,93.82
BAT012469,CATL,LFP,66.76,973.0,11.01,0.565,0.61,,11.4,0.143,2.29,90.43
BAT000302,CATL,NMC,60.94,1196.0,41.75,0.542,1.076,54.53,0.7,0.591,1.0,79.04
BAT003421,BYD,LFP,83.37,632.0,16.75,1.421,1.136,48.13,1.2,0.348,1.95,91.75
BAT014706,LG Chem,NCA,97.78,510.0,13.96,0.867,1.241,14.21,0.3,0.615,1.36,84.91
BAT001061,BYD,NMC,,836.0,24.9,0.812,1.078,67.78,1.0,0.11,,89.01
BAT014057,LG Chem,LFP,90.13,413.0,21.12,1.054,0.924,12.39,9.7,0.525,7.18,83.59
BAT014842,Panasonic,NMC,91.37,1207.0,30.48,1.542,1.075,71.12,4.6,0.132,2.7,78.2
BAT010758,BYD,LFP,74.97,1438.0,5.41,0.918,0.939,31.29,0.7,0.155,0.18,88.25
BAT003445,Samsung SDI,LFP,77.65,575.0,27.15,,1.027,38.2,0.5,,6.76,88.27
BAT001070,Panasonic,NMC,75.81,713.0,35.87,0.63,1.338,,1.7,0.012,3.1,89.32
BAT010717,Panasonic,NMC,66.45,715.0,36.96,0.5,1.265,40.01,4.0,0.383,0.46,113.98
BAT002206,Samsung SDI,NMC,54.69,372.0,31.3,1.415,1.267,43.51,0.6,0.204,0.12,91.8
BAT009436,Panasonic,NMC,92.0,346.0,22.57,1.255,1.013,63.67,3.7,0.104,9.02,85.59
BAT007340,CATL,NCA,60.97,540.0,20.95,1.319,0.528,46.83,6.2,0.146,0.12,91.06
BAT008209,Panasonic,NMC,65.71,,21.79,0.5,1.214,,7.8,0.109,1.86,95.7
BAT007680,Tesla,LFP,64.82,499.0,22.03,1.703,1.51,67.15,2.8,0.059,,92.38
BAT011313,LG Chem,NCA,62.26,1070.0,27.46,1.805,1.194,70.44,1.2,0.259,1.55,83.91
BAT013504,Tesla,NCA,60.72,805.0,17.17,1.149,0.647,48.39,8.0,0.164,0.57,85.92
BAT004643,BYD,NMC,62.18,772.0,1.42,1.304,0.5,56.08,1.4,0.226,2.53,90.72
BAT007684,LG Chem,NMC,,1132.0,33.16,1.088,1.505,41.34,1.6,0.121,1.48,
BAT012947,LG Chem,LFP,79.51,850.0,25.22,0.835,0.874,37.67,11.2,0.332,5.47,87.17
BAT009008,CATL,NMC,79.55,115.0,19.95,1.252,1.639,73.04,0.6,0.28,,89.39
BAT007997,Panasonic,LFP,86.2,692.0,29.95,0.6,0.837,47.26,2.4,0.378,2.81,87.37
BAT011260,Panasonic,NMC,73.67,1060.0,38.47,1.801,0.65,66.47,6.8,0.415,0.38,76.45
BAT012741,CATL,NCA,83.47,1835.0,16.84,0.806,1.05,71.7,7.3,0.115,7.04,69.2
BAT005601,Panasonic,NCA,55.66,863.0,28.53,1.641,1.245,49.46,5.2,,3.72,81.55
BAT009152,LG Chem,NMC,88.48,2141.0,17.23,0.835,1.763,,9.4,0.244,1.65,70.09
BAT007023,Samsung SDI,NMC,67.52,621.0,27.08,1.022,0.822,68.98,6.4,0.067,1.03,96.25
BAT004894,Panasonic,NMC,90.91,227.0,18.74,0.616,1.174,56.17,1.0,0.003,0.89,100.74
BAT000226,Panasonic,NMC,69.4,642.0,28.73,0.5,0.764,60.67,,0.466,0.1,88.25
BAT014363,CATL,NMC,83.06,638.0,38.79,1.257,1.302,62.92,2.2,0.148,4.62,82.57
BAT003355,Tesla,NMC,,795.0,22.53,0.702,0.5,65.92,0.3,0.251,2.23,91.09
BAT005896,Panasonic,NMC,87.2,679.0,41.28,0.549,0.664,,3.4,0.217,5.23,80.84
BAT010678,CATL,NMC,74.38,,29.29,1.208,,51.12,6.3,0.304,0.46,85.49
BAT008755,Samsung SDI,NMC,90.61,707.0,27.65,0.72,0.508,52.52,5.1,,2.58,90.5
BAT003437,Panasonic,NMC,81.54,358.0,22.54,0.5,0.791,33.45,2.3,0.11,0.39,96.9
BAT014566,Tesla,NMC,71.75,1557.0,16.05,0.5,0.801,49.11,6.9,0.177,0.44,82.11
BAT014374,LG Chem,,41.59,731.0,48.13,1.377,1.192,55.03,1.9,0.509,0.66,82.81
BAT001694,Tesla,NMC,83.9,1328.0,25.87,1.739,1.231,43.84,6.0,0.08,3.65,78.56
BAT006894,LG Chem,NCA,99.15,574.0,23.06,1.294,1.151,61.49,7.4,0.028,0.29,91.57
BAT001046,CATL,LFP,91.58,766.0,25.1,0.778,1.163,35.03,3.8,0.689,4.36,83.2
BAT003447,BYD,NMC,88.46,772.0,29.74,1.108,1.171,50.57,4.0,0.395,2.92,81.91
BAT012758,BYD,NMC,78.31,202.0,24.83,,0.93,69.4,2.5,0.171,4.96,
